Tipo,Descripcion,Habitaciones,Banos,Area,Barrio,UPZ,Valor,Moneda,Precio,Precio_Millon,Valor_m2_Millon,Valor_m2_Barrio
Apartamento,Apartamento en venta en Antonio Nariño,3,2,59,Antonio Nariño,Restrepo,$ 245.000.000,$,245000000,245.0,4.1525423728813555,2.816232272901495
Apartamento,Apartamento en venta en Santa Fe,1,2,50,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 354.000.000,$,354000000,354.0,7.08,5.754799433180728
Apartamento,Apartamento en venta en Santa Fe,1,2,44,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 397.000.000,$,397000000,397.0,9.022727272727273,5.754799433180728
Apartamento,Apartamento en venta en Las Nieves,1,2,58,Las Nieves,SANTA FE: Las Nieves + Sagrado Corazón,$ 361.000.000,$,361000000,361.0,6.224137931034483,5.050710981668665
Apartamento,Apartamento en venta en Santa Fe,1,2,44,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 397.000.000,$,397000000,397.0,9.022727272727273,5.754799433180728
Apartamento,Apartamento en venta en Santa Fe,1,2,44,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 397.000.000,$,397000000,397.0,9.022727272727273,5.754799433180728
Apartamento,Apartamento en venta en Santa Fe,1,2,50,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 354.000.000,$,354000000,354.0,7.08,5.754799433180728
Casa,Casa en venta en Ciudad Bolívar,4,2,72,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 190.000.000,$,190000000,190.0,2.638888888888889,3.5194954371992697
Apartamento,Apartamento en venta en Cedritos,3,2,75,Cedritos,Usaquén,$ 420.000.000,$,420000000,420.0,5.6,5.027419586695463
Apartamento,Apartamento en venta en Cedritos,3,2,103,Cedritos,Usaquén,$ 550.000.000,$,550000000,550.0,5.339805825242719,5.027419586695463
Apartamento,Apartamento en venta en Usaquén,3,2,60,Usaquén,Usaquén,$ 220.000.000,$,220000000,220.0,3.6666666666666665,5.65558134903221
Apartamento,Apartamento en venta en Santa Teresa,3,2,87,Santa Teresa,San Cristóbal Norte,$ 500.000.000,$,500000000,500.0,5.747126436781609,5.089707271010387
Apartamento,Apartamento en venta en Engativa,3,2,60,Engativa,Engativá,$ 250.000.000,$,250000000,250.0,4.166666666666667,2.887769666800428
Apartamento,Apartamento en venta en Kennedy,3,1,51,Kennedy,Kennedy Central,$ 177.000.000,$,177000000,177.0,3.4705882352941178,3.382897908271655
Casa,Casa en venta en Zona Noroccidental,4,4,171,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.700.000.000,$,1700000000,1700.0,9.941520467836257,4.572008510026535
Apartamento,Apartamento en venta en Kennedy,3,1,42,Kennedy,Kennedy Central,$ 165.000.000,$,165000000,165.0,3.9285714285714284,3.382897908271655
Apartamento,Apartamento en venta en La Calleja,3,3,140,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 850.000.000,$,850000000,850.0,6.071428571428571,6.582907870377288
Apartamento,Apartamento en venta en Metropolis,3,2,80,Metropolis,Las Ferias,$ 353.000.000,$,353000000,353.0,4.4125,4.448767833981842
Apartamento,Apartamento en venta en Barrios Unidos,2,2,80,Barrios Unidos,Los Andes,$ 680.000.000,$,680000000,680.0,8.5,2.9599171141243064
Apartamento,Apartamento en venta en Santa Barbara,2,2,62,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 400.000.000,$,400000000,400.0,6.451612903225806,5.852628361947598
Apartamento,Apartamento en venta en La Calleja,3,2,116,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 550.000.000,$,550000000,550.0,4.741379310344827,6.582907870377288
Apartamento,Apartamento en venta en Usaquén,4,6,400,Usaquén,Usaquén,$ 2.600.000.000,$,2600000000,2600.0,6.5,5.65558134903221
Apartamento,Apartamento en venta en Engativa,3,2,65,Engativa,Engativá,$ 275.000.000,$,275000000,275.0,4.230769230769231,2.887769666800428
Apartamento,Apartamento en venta en El Contador,2,2,76,El Contador,Los Cedros,$ 475.000.000,$,475000000,475.0,6.25,5.279454722492697
Apartamento,Apartamento en venta en Usaquén,2,2,49,Usaquén,Usaquén,$ 355.000.000,$,355000000,355.0,7.244897959183674,5.65558134903221
Casa,Casa en venta en Teusaquillo,8,7,320,Teusaquillo,Teusaquillo,$ 996.000.000,$,996000000,996.0,3.1125,3.975204301767717
Apartamento,Apartamento en venta en Fontibón,3,1,46,Fontibón,Fontibón,$ 180.000.000,$,180000000,180.0,3.9130434782608696,3.723021313477524
Apartamento,Apartamento en venta en Bosa,3,1,44,Bosa,Bosa Central,$ 121.000.000,$,121000000,121.0,2.75,2.6778451358697213
Apartamento,Apartamento en venta en Mazuren,4,3,96,Mazuren,El Prado,$ 300.000.000,$,300000000,300.0,3.125,3.8513890438469263
Apartamento,Apartamento en venta en Kennedy,3,1,57,Kennedy,Kennedy Central,$ 167.000.000,$,167000000,167.0,2.9298245614035086,3.382897908271655
Casa,Casa en venta en Zona Noroccidental,4,5,385,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.950.000.000,$,1950000000,1950.0,5.064935064935065,4.572008510026535
Apartamento,Apartamento en venta en Santa Barbara,4,3,140,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 650.000.000,$,650000000,650.0,4.642857142857143,5.852628361947598
Apartamento,Apartamento en venta en Cedritos,3,3,100,Cedritos,Usaquén,$ 530.000.000,$,530000000,530.0,5.3,5.027419586695463
Apartamento,Apartamento en venta en Santa Barbara,2,3,87,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 450.000.000,$,450000000,450.0,5.172413793103448,5.852628361947598
Apartamento,Apartamento en venta en Usaquén,1,2,33,Usaquén,Usaquén,$ 275.000.000,$,275000000,275.0,8.333333333333334,5.65558134903221
Apartamento,Apartamento en venta en Cedritos,4,4,143,Cedritos,Usaquén,$ 550.000.000,$,550000000,550.0,3.8461538461538463,5.027419586695463
Apartamento,Apartamento en venta en Zona Noroccidental,3,4,180,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.090.000.000,$,1090000000,1090.0,6.055555555555555,4.572008510026535
Apartamento,Apartamento en venta en Nueva Zelandia,1,1,40,Nueva Zelandia,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 210.000.000,$,210000000,210.0,5.25,4.173159132007234
Apartamento,Apartamento en venta en Cedritos,2,3,65,Cedritos,Usaquén,$ 475.000.000,$,475000000,475.0,7.3076923076923075,5.027419586695463
Apartamento,Apartamento en venta en Usaquén,4,3,115,Usaquén,Usaquén,$ 500.000.000,$,500000000,500.0,4.3478260869565215,5.65558134903221
Casa,Casa en venta en Cedritos,3,4,141,Cedritos,Usaquén,$ 735.000.000,$,735000000,735.0,5.212765957446808,5.027419586695463
Apartamento,Apartamento en venta en Los Rosales,3,3,198,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 1.000.000.000,$,1000000000,1000.0,5.05050505050505,8.208857198335645
Apartamento,Apartamento en venta en Veraguas,3,1,59,Veraguas,Santa Isabel,$ 290.000.000,$,290000000,290.0,4.915254237288136,3.1222466960352424
Apartamento,Apartamento en venta en Kennedy,3,1,42,Kennedy,Kennedy Central,$ 165.000.000,$,165000000,165.0,3.9285714285714284,3.382897908271655
Apartamento,Apartamento en venta en Kennedy,3,1,51,Kennedy,Kennedy Central,$ 169.000.000,$,169000000,169.0,3.3137254901960786,3.382897908271655
Apartamento,Apartamento en venta en Kennedy,3,1,45,Kennedy,Kennedy Central,$ 176.000.000,$,176000000,176.0,3.911111111111111,3.382897908271655
Apartamento,Apartamento en venta en Zona Noroccidental,3,4,273,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.950.000.000,$,1950000000,1950.0,7.142857142857143,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,2,1,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 144.000.000,$,144000000,144.0,3.272727272727273,4.572008510026535
Casa,Casa en venta en Zona Noroccidental,3,2,95,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 435.000.000,$,435000000,435.0,4.578947368421052,4.572008510026535
Apartamento,Apartamento en venta en Kennedy,2,1,39,Kennedy,Kennedy Central,$ 175.000.000,$,175000000,175.0,4.487179487179487,3.382897908271655
Apartamento,Apartamento en venta en El Batán,3,2,71,El Batán,La Alhambra,$ 390.000.000,$,390000000,390.0,5.492957746478873,5.0067874515333095
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,74,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 259.000.000,$,259000000,259.0,3.5,4.572008510026535
Apartamento,Apartamento en venta en El Batán,2,2,54,El Batán,La Alhambra,$ 368.000.000,$,368000000,368.0,6.814814814814815,5.0067874515333095
Apartamento,Apartamento en venta en El Batán,2,2,50,El Batán,La Alhambra,$ 310.000.000,$,310000000,310.0,6.2,5.0067874515333095
Apartamento,Apartamento en venta en Santa Barbara,4,4,116,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 580.000.000,$,580000000,580.0,5.0,5.852628361947598
Apartamento,Apartamento en venta en Pasadena ,2,2,71,Pasadena ,,$ 360.000.000,$,360000000,360.0,5.070422535211268,5.244227353463588
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,74,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 278.000.000,$,278000000,278.0,3.7567567567567566,4.572008510026535
Casa,Casa en venta en Zona Noroccidental,3,3,88,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 323.000.000,$,323000000,323.0,3.6704545454545454,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,1,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 176.500.000,$,176500000,176.5,4.011363636363637,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,74,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 278.000.000,$,278000000,278.0,3.7567567567567566,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,1,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 148.000.000,$,148000000,148.0,3.3636363636363638,4.572008510026535
Casa,Casa en venta en Costa Azul,4,1,93,Costa Azul,Suba,$ 250.000.000,$,250000000,250.0,2.6881720430107525,2.726628895184136
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,73,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 295.000.000,$,295000000,295.0,4.041095890410959,4.572008510026535
Casa,Casa en venta en Zona Noroccidental,3,4,191,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 980.000.000,$,980000000,980.0,5.130890052356021,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,59,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 230.000.000,$,230000000,230.0,3.8983050847457625,4.572008510026535
Apartamento,Apartamento en venta en Santa Barbara,3,2,127,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 950.000.000,$,950000000,950.0,7.480314960629921,5.852628361947598
Apartamento,Apartamento en venta en Santa Barbara,1,1,59,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 390.500.000,$,390500000,390.5,6.61864406779661,5.852628361947598
Casa,Casa en venta en El Batán,2,2,80,El Batán,La Alhambra,$ 460.000.000,$,460000000,460.0,5.75,5.0067874515333095
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,106,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 545.000.000,$,545000000,545.0,5.1415094339622645,4.572008510026535
Casa,Casa en venta en Zona Noroccidental,4,5,430,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 3.000.000.000,$,3000000000,3000.0,6.976744186046512,4.572008510026535
Apartamento,Apartamento en venta en El Batán,2,2,80,El Batán,La Alhambra,$ 460.000.000,$,460000000,460.0,5.75,5.0067874515333095
Apartamento,Apartamento en venta en Kennedy,3,1,48,Kennedy,Kennedy Central,$ 149.000.000,$,149000000,149.0,3.1041666666666665,3.382897908271655
Apartamento,Apartamento en venta en Kennedy,3,1,48,Kennedy,Kennedy Central,$ 149.000.000,$,149000000,149.0,3.1041666666666665,3.382897908271655
Apartamento,Apartamento en venta en San Patricio,3,3,124,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 700.000.000,$,700000000,700.0,5.645161290322581,6.831854578231803
Apartamento,Apartamento en venta en Engativa,3,2,60,Engativa,Engativá,$ 250.000.000,$,250000000,250.0,4.166666666666667,2.887769666800428
Apartamento,Apartamento en venta en El Plan,3,2,86,El Plan,El Rincón,$ 550.000.000,$,550000000,550.0,6.395348837209302,5.3172697724810405
Apartamento,Apartamento en venta en Bella Suiza,2,2,77,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 498.000.000,$,498000000,498.0,6.467532467532467,6.2905507012394
Apartamento,Apartamento en venta en Engativa,2,2,51,Engativa,Engativá,$ 290.500.000,$,290500000,290.5,5.696078431372549,2.887769666800428
Apartamento,Apartamento en venta en Bosa,3,1,54,Bosa,Bosa Central,$ 158.000.000,$,158000000,158.0,2.925925925925926,2.6778451358697213
Apartamento,Apartamento en venta en Fontibón,3,2,62,Fontibón,Fontibón,$ 337.110.000,$,337110000,337.11,5.437258064516129,3.723021313477524
Apartamento,Apartamento en venta en Puente Aranda,3,1,47,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 130.000.000,$,130000000,130.0,2.765957446808511,3.247774594103762
Casa,Casa en venta en Cedritos,3,3,94,Cedritos,Usaquén,$ 490.000.000,$,490000000,490.0,5.212765957446808,5.027419586695463
Apartamento,Apartamento en venta en Nicolas De Federman,4,3,184,Nicolas De Federman,Teusaquillo,$ 800.000.000,$,800000000,800.0,4.3478260869565215,5.992745920204822
Apartamento,Apartamento en venta en El Batán,4,6,235,El Batán,La Alhambra,$ 1.395.000.000,$,1395000000,1395.0,5.9361702127659575,5.0067874515333095
Apartamento,Apartamento en venta en Gran America,2,2,35,Gran America,Quinta Paredes,$ 250.000.000,$,250000000,250.0,7.142857142857143,5.24
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,62,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 310.000.000,$,310000000,310.0,5.0,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,1,52,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 168.000.000,$,168000000,168.0,3.230769230769231,4.572008510026535
Apartamento,Apartamento en venta en Santa Barbara,4,4,124,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 600.000.000,$,600000000,600.0,4.838709677419355,5.852628361947598
Casa,Casa en venta en Santa Barbara,4,3,600,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 3.000.000.000,$,3000000000,3000.0,5.0,5.852628361947598
Casa,Casa en venta en Santa Ana,4,4,260,Santa Ana,Usaquén,$ 2.900.000.000,$,2900000000,2900.0,11.153846153846153,10.254545454545454
Apartamento,Apartamento en venta en Bosa,2,1,46,Bosa,Bosa Central,$ 115.000.000,$,115000000,115.0,2.5,2.6778451358697213
Apartamento,Apartamento en venta en Zona Noroccidental,3,1,65,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 194.000.000,$,194000000,194.0,2.9846153846153847,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,68,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 323.000.000,$,323000000,323.0,4.75,4.572008510026535
Casa,Casa en venta en El Batán,7,4,270,El Batán,La Alhambra,$ 900.000.000,$,900000000,900.0,3.3333333333333335,5.0067874515333095
Apartamento,Apartamento en venta en El Refugio,2,3,108,El Refugio,CHAPINERO: Chicó Lago + El Refugio,$ 950.000.000,$,950000000,950.0,8.796296296296296,5.847477744807121
Apartamento,Apartamento en venta en Usaquén,3,3,131,Usaquén,Usaquén,$ 1.100.000.000,$,1100000000,1100.0,8.396946564885496,5.65558134903221
Casa,Casa en venta en Zona Noroccidental,3,2,82,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 285.000.000,$,285000000,285.0,3.475609756097561,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,68,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 323.000.000,$,323000000,323.0,4.75,4.572008510026535
Apartamento,Apartamento en venta en Nicolas De Federman,2,2,68,Nicolas De Federman,Teusaquillo,$ 508.000.000,$,508000000,508.0,7.470588235294118,5.992745920204822
Apartamento,Apartamento en venta en Santa Barbara,3,4,180,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 720.000.000,$,720000000,720.0,4.0,5.852628361947598
Apartamento,Apartamento en venta en Cedritos,3,3,93,Cedritos,Usaquén,$ 385.000.000,$,385000000,385.0,4.139784946236559,5.027419586695463
Apartamento,Apartamento en venta en El Chicó,1,2,55,El Chicó,CHAPINERO: Chicó Lago + El Refugio,$ 486.000.000,$,486000000,486.0,8.836363636363636,7.648045112781955
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,74,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 255.000.000,$,255000000,255.0,3.445945945945946,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,88,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 395.000.000,$,395000000,395.0,4.488636363636363,4.572008510026535
Casa,Casa en venta en Zona Noroccidental,5,6,386,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 2.000.000.000,$,2000000000,2000.0,5.181347150259067,4.572008510026535
Apartamento,Apartamento en venta en El Batán,2,2,80,El Batán,La Alhambra,$ 460.000.000,$,460000000,460.0,5.75,5.0067874515333095
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,97,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 470.000.000,$,470000000,470.0,4.845360824742268,4.572008510026535
Apartamento,Apartamento en venta en Kennedy,3,1,54,Kennedy,Kennedy Central,$ 190.000.000,$,190000000,190.0,3.5185185185185186,3.382897908271655
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,74,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 255.000.000,$,255000000,255.0,3.445945945945946,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,74,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 278.000.000,$,278000000,278.0,3.7567567567567566,4.572008510026535
Apartamento,Apartamento en venta en Santa Barbara,2,3,81,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 400.000.000,$,400000000,400.0,4.938271604938271,5.852628361947598
Apartamento,Apartamento en venta en El Batán,2,2,54,El Batán,La Alhambra,$ 340.000.000,$,340000000,340.0,6.296296296296297,5.0067874515333095
Apartamento,Apartamento en venta en Fontibón,3,2,55,Fontibón,Fontibón,$ 173.500.000,$,173500000,173.5,3.1545454545454548,3.723021313477524
Apartamento,Apartamento en venta en El Batán,3,2,107,El Batán,La Alhambra,$ 525.000.000,$,525000000,525.0,4.906542056074766,5.0067874515333095
Apartamento,Apartamento en venta en Tintala,3,1,46,Tintala,Tintala,$ 137.000.000,$,137000000,137.0,2.9782608695652173,3.7991992442958873
Apartamento,Apartamento en venta en Santa Barbara,1,1,59,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 390.500.000,$,390500000,390.5,6.61864406779661,5.852628361947598
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,60,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 180.000.000,$,180000000,180.0,3.0,4.572008510026535
Apartamento,Apartamento en venta en Usaquén,2,2,91,Usaquén,Usaquén,$ 490.000.000,$,490000000,490.0,5.384615384615385,5.65558134903221
Apartamento,Apartamento en venta en Zona Noroccidental,3,1,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 148.000.000,$,148000000,148.0,3.3636363636363638,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,74,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 278.000.000,$,278000000,278.0,3.7567567567567566,4.572008510026535
Apartamento,Apartamento en venta en El Contador,3,3,115,El Contador,Los Cedros,$ 468.000.000,$,468000000,468.0,4.069565217391304,5.279454722492697
Apartamento,Apartamento en venta en Cedritos,2,2,63,Cedritos,Usaquén,$ 360.000.000,$,360000000,360.0,5.714285714285714,5.027419586695463
Apartamento,Apartamento en venta en Engativa,3,2,54,Engativa,Engativá,$ 255.000.000,$,255000000,255.0,4.722222222222222,2.887769666800428
Apartamento,Apartamento en venta en Santa Barbara,1,1,59,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 390.500.000,$,390500000,390.5,6.61864406779661,5.852628361947598
Apartamento,Apartamento en venta en Cedritos,3,2,99,Cedritos,Usaquén,$ 490.000.000,$,490000000,490.0,4.94949494949495,5.027419586695463
Apartamento,Apartamento en venta en San Patricio,3,3,125,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 1.000.000.000,$,1000000000,1000.0,8.0,6.831854578231803
Local,Local en venta en El Refugio,3,4,216,El Refugio,CHAPINERO: Chicó Lago + El Refugio,$ 720.000.000,$,720000000,720.0,3.3333333333333335,5.847477744807121
Apartamento,Apartamento en venta en Cedritos,2,1,49,Cedritos,Usaquén,$ 265.000.000,$,265000000,265.0,5.408163265306122,5.027419586695463
Casa,Casa en venta en Portales Del Norte,3,2,99,Portales Del Norte,Britalia,$ 315.000.000,$,315000000,315.0,3.1818181818181817,4.5501614639397205
Apartamento,Apartamento en venta en Chapinero,2,3,79,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 680.000.000,$,680000000,680.0,8.60759493670886,4.58018576602501
Apartamento,Apartamento en venta en Los Rosales,3,4,122,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 730.000.000,$,730000000,730.0,5.983606557377049,8.208857198335645
Apartamento,Apartamento en venta en Kennedy,3,1,51,Kennedy,Kennedy Central,$ 169.000.000,$,169000000,169.0,3.3137254901960786,3.382897908271655
Apartamento,Apartamento en venta en Kennedy,3,1,51,Kennedy,Kennedy Central,$ 177.000.000,$,177000000,177.0,3.4705882352941178,3.382897908271655
Apartamento,Apartamento en venta en Kennedy,3,1,51,Kennedy,Kennedy Central,$ 177.000.000,$,177000000,177.0,3.4705882352941178,3.382897908271655
Apartamento,Apartamento en venta en Engativa,3,2,49,Engativa,Engativá,$ 148.000.000,$,148000000,148.0,3.020408163265306,2.887769666800428
Apartamento,Apartamento en venta en Villas De Granada,3,2,64,Villas De Granada,Garcés Navas,$ 190.000.000,$,190000000,190.0,2.96875,3.2601706036745406
Apartamento,Apartamento en venta en Kennedy,4,2,87,Kennedy,Kennedy Central,$ 380.000.000,$,380000000,380.0,4.367816091954023,3.382897908271655
Apartamento,Apartamento en venta en Villemar,2,2,54,Villemar,Fontibón,$ 210.000.000,$,210000000,210.0,3.888888888888889,3.9515895953757227
Apartamento,Apartamento en venta en Puente Aranda,2,3,134,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 1.040.000.000,$,1040000000,1040.0,7.7611940298507465,3.247774594103762
Apartamento,Apartamento en venta en Fontibón,1,2,65,Fontibón,Fontibón,$ 550.000.000,$,550000000,550.0,8.461538461538462,3.723021313477524
Apartamento,Apartamento en venta en Bosa,2,1,42,Bosa,Bosa Central,$ 111.000.000,$,111000000,111.0,2.642857142857143,2.6778451358697213
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,48,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 217.000.000,$,217000000,217.0,4.520833333333333,4.572008510026535
Apartamento,Apartamento en venta en Tintala,3,2,54,Tintala,Tintala,$ 237.000.000,$,237000000,237.0,4.388888888888889,3.7991992442958873
Apartamento,Apartamento en venta en Kennedy,3,2,51,Kennedy,Kennedy Central,$ 220.000.000,$,220000000,220.0,4.313725490196078,3.382897908271655
Apartamento,Apartamento en venta en Teusaquillo,3,2,74,Teusaquillo,Teusaquillo,$ 322.000.000,$,322000000,322.0,4.351351351351352,3.975204301767717
Apartamento,Apartamento en venta en Tintala,1,1,32,Tintala,Tintala,$ 115.000.000,$,115000000,115.0,3.59375,3.7991992442958873
Casa,Casa en venta en Cantagallo,4,3,69,Cantagallo,Britalia,$ 310.000.000,$,310000000,310.0,4.492753623188406,5.71920581655481
Apartamento,Apartamento en venta en Bosa,3,1,49,Bosa,Bosa Central,$ 134.000.000,$,134000000,134.0,2.7346938775510203,2.6778451358697213
Casa,Casa en venta en Antonio Nariño,9,3,412,Antonio Nariño,Restrepo,$ 900.000.000,$,900000000,900.0,2.1844660194174756,2.816232272901495
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,81,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 311.000.000,$,311000000,311.0,3.8395061728395063,4.572008510026535
Apartamento,Apartamento en venta en Kennedy,3,1,49,Kennedy,Kennedy Central,$ 149.000.000,$,149000000,149.0,3.0408163265306123,3.382897908271655
Apartamento,Apartamento en venta en El Chicó,4,5,389,El Chicó,CHAPINERO: Chicó Lago + El Refugio,$ 4.750.000.000,$,4750000000,4750.0,12.210796915167094,7.648045112781955
Casa,Casa en venta en Zona Noroccidental,5,7,770,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 3.200.000.000,$,3200000000,3200.0,4.1558441558441555,4.572008510026535
Casa,Casa en venta en Zona Noroccidental,5,7,770,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 3.200.000.000,$,3200000000,3200.0,4.1558441558441555,4.572008510026535
Apartamento,Apartamento en venta en Santa Fe,1,2,44,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 397.000.000,$,397000000,397.0,9.022727272727273,5.754799433180728
Apartamento,Apartamento en venta en Santa Fe,1,2,44,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 397.000.000,$,397000000,397.0,9.022727272727273,5.754799433180728
Apartamento,Apartamento en venta en Santa Fe,1,2,44,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 397.000.000,$,397000000,397.0,9.022727272727273,5.754799433180728
Apartamento,Apartamento en venta en Antonio Nariño,3,2,59,Antonio Nariño,Restrepo,$ 245.000.000,$,245000000,245.0,4.1525423728813555,2.816232272901495
Apartamento,Apartamento en venta en Ciudad Bolívar,3,2,50,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 186.000.000,$,186000000,186.0,3.72,3.5194954371992697
Apartamento,Apartamento en venta en Santa Fe,1,2,50,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 354.000.000,$,354000000,354.0,7.08,5.754799433180728
Apartamento,Apartamento en venta en Santa Fe,1,2,44,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 397.000.000,$,397000000,397.0,9.022727272727273,5.754799433180728
Apartamento,Apartamento en venta en Chapinero,1,2,57,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 395.000.000,$,395000000,395.0,6.9298245614035086,4.58018576602501
Apartamento,Apartamento en venta en Pasadena ,3,2,104,Pasadena ,,$ 390.000.000,$,390000000,390.0,3.75,5.244227353463588
Casa,Casa en venta en Fontibón,6,3,314,Fontibón,Fontibón,$ 700.000.000,$,700000000,700.0,2.229299363057325,3.723021313477524
